County,County fips,Precinct,Mayor-Carmen D. Llanes Pulido,Mayor-Jeffery L. Bowen,Mayor-Doug Greco,Mayor-Kirk Watson,Mayor-Kathie Tovo,D6-Krista Laine,D6-Mackenzie Kelly,D4-Louis Herrin,D4-Monica Guzmán,D4-Eduardo 'Lalito' Romero,D4-José 'Chito' Vela,"D4-Jim Rabuck					",D2-Vanessa Fuentes,D2-Robert Reynolds,D7-Gary L. Bledsoe,D7-Pierre Huy Nguyễn,D7-Todd Shaw,D7-Edwin Bautista,D7-Mike Siegel,D7-Adam Powell,D10-Marc Duchen,D10-Ashika Ganguly
Travis,453,100,420,88,105,770,286,,,,,,,,,,,,,,,,,
Travis,453,101,402,49,60,605,184,,,,,,,,,,,,,,,,,
Travis,453,102,533,65,105,774,308,,,,,,,,,,,,,,,,,
Travis,453,103,438,55,83,591,244,,,,,,,,,,,,,,,,,
Travis,453,104,555,45,86,851,516,,,,,,,,,,,,,,,,,
Travis,453,105,449,73,99,798,282,,,,,,,,,,,,,,,,,
Travis,453,106,527,89,132,1481,563,,,,,,,,,,,,,,,,,
Travis,453,107,533,88,119,1066,412,,,,,,,,,,,,,,,,,
Travis,453,110,388,74,68,722,243,,,,,,,,,,,,,,,,,
Travis,453,111,491,81,76,815,235,,,,,,,,,,,,,,,,,
Travis,453,112,302,43,38,561,163,,,,,,,,,,,,,,,,,
Travis,453,113,397,68,88,754,287,,,62,250,27,1143,47,,,,,,,,,,
Travis,453,114,393,65,66,599,298,,,66,257,24,1004,41,,,,,,,,,,
Travis,453,115,83,11,14,71,28,,,11,67,12,87,6,,,,,,,,,,
Travis,453,116,466,84,98,673,280,,,52,420,50,938,57,,,,,,,,,,
Travis,453,117,471,55,59,747,224,,,,,,,,,,,,,,,,,
Travis,453,120,267,50,36,377,123,,,,,,,,,,,,,,,,,
Travis,453,121,322,91,37,554,160,,,,,,,,,,,,,,,,,
Travis,453,122,286,55,59,383,146,,,,,,,,,,,,,,,,,
Travis,453,123,197,49,44,266,90,,,,,,,,,,,,,,,,,
Travis,453,124,271,60,44,380,144,,,,,,,,,,,,,,,,,
Travis,453,125,0,0,0,0,0,,,,,,,,0,0,,,,,,,,
Travis,453,126,194,78,54,328,125,,,,,,,,,,,,,,,,,
Travis,453,130,543,105,134,719,236,,,64,392,61,511,35,,,,,,,,,,
Travis,453,131,268,79,68,488,184,,,65,251,34,462,42,,,,,,,,,,
Travis,453,132,475,110,87,598,162,,,89,508,86,590,59,,,,,,,,,,
Travis,453,133,253,66,61,535,154,,,59,277,43,588,49,,,,,,,,,,
Travis,453,134,341,128,74,598,205,,,,,,,,,,,,,,,,,
Travis,453,135,101,56,33,431,147,,,,,,,,,,,,,,,,,
Travis,453,136,161,69,51,446,161,,,,,,,,,,,,,,,,,
Travis,453,137,474,138,91,697,263,,,,,,,,,,,,,,,,,
Travis,453,138,650,273,164,1124,387,,,,,,,,,,,,,,,,,
Travis,453,140,53,15,11,45,23,,,,,,,,,,,,,,,,,
Travis,453,141,672,301,177,1143,324,,,,,,,,,,,,,,,,,
Travis,453,142,0,0,0,0,0,,,,,,,,,,,,,,,,,
Travis,453,164,0,0,0,0,0,,,,,,,,,,,,,,,,,
Travis,453,170,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,
Travis,453,180,99,54,12,124,49,,,,,,,,,,60,58,39,49,76,19,,
Travis,453,181,142,48,36,135,66,,,,,,,,,,59,101,52,74,56,47,,
Travis,453,182,38,15,11,38,24,,,,,,,,,,17,34,20,16,16,14,,
Travis,453,183,137,50,28,191,71,,,,,,,,,,84,97,45,62,118,39,,
Travis,453,184,40,18,11,55,17,,,,,,,,,,25,20,12,19,31,12,,
Travis,453,185,0,0,0,0,0,,,,,,,,,,,,,,,,,
Travis,453,186,294,116,77,565,191,,,,,,,,,,272,282,117,120,246,118,,
Travis,453,190,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,
Travis,453,192,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,
Travis,453,193,6,1,0,4,1,6,4,,,,,,,,,,,,,,,
Travis,453,194,1,0,1,3,1,,,,,,,,,,0,1,0,3,0,0,,
Travis,453,200,321,113,92,1326,477,,,,,,,,,,,,,,,,4,6
Travis,453,201,153,122,54,1852,407,,,,,,,,,,,,,,,,1154,1062
Travis,453,202,300,64,71,583,295,,,,,,,,,,,,,,,,0,0
Travis,453,203,383,58,80,575,428,,,,,,,,,,,,,,,,,
Travis,453,204,436,112,102,779,418,,,,,,,,,,,,,,,,,
Travis,453,205,390,140,96,1665,536,,,,,,,,,,,,,,,,1059,1424
